Name,depart_time,price,depart_time_hour,depart_time_minute
제주항공,08:00,75594,8,0
아시아나항공,08:40,101017,8,40
제주항공,08:45,71356,8,45
에어부산,09:00,77797,9,0
대한항공,09:00,127119,9,0
아시아나항공,09:10,101017,9,10
에어부산,09:25,85085,9,25
에어부산,09:30,69153,9,30
에어부산,09:35,81356,9,35
이스타항공,10:05,70170,10,5
제주항공,10:45,67119,10,45
대한항공,12:00,127119,12,0
제주항공,12:55,71356,12,55
에어부산,13:25,81187,13,25
아시아나항공,13:25,101017,13,25
에어부산,13:30,77797,13,30
아시아나항공,13:30,101017,13,30
제주항공,14:05,75594,14,5
에어부산,14:55,85085,14,55
제주항공,15:30,86102,15,30
에어부산,16:30,84916,16,30
에어부산,16:45,84916,16,45
아시아나항공,16:45,101017,16,45
제주항공,17:50,86102,17,50
대한항공,18:00,127119,18,0
에어부산,18:05,85255,18,5
에어부산,18:35,84916,18,35
에어부산,18:40,80848,18,40
아시아나항공,18:40,101017,18,40
에어부산,19:05,84916,19,5
에어부산,19:35,92034,19,35
