Name,depart_time,price,depart_time_hour,depart_time_minute
제주항공,07:10,47628,7,10
제주항공,07:15,211865,7,15
에어부산,08:00,59323,8,0
아시아나항공,08:00,150339,8,0
에어부산,09:00,62882,9,0
아시아나항공,09:00,150339,9,0
에어부산,10:00,85594,10,0
아시아나항공,10:00,150339,10,0
에어부산,13:00,77967,13,0
아시아나항공,13:00,150339,13,0
제주항공,13:15,141187,13,15
에어부산,14:00,77967,14,0
아시아나항공,14:00,150339,14,0
에어부산,15:00,85594,15,0
아시아나항공,15:00,150339,15,0
에어부산,16:00,85594,16,0
에어부산,17:00,85594,17,0
에어부산,18:00,85594,18,0
아시아나항공,18:00,150339,18,0
에어부산,19:00,85594,19,0
에어부산,20:00,85594,20,0
에어부산,21:00,85594,21,0
아시아나항공,21:00,150339,21,0
에어부산,21:30,85594,21,30
아시아나항공,21:30,150339,21,30
