Name,depart_time,price,depart_time_hour,depart_time_minute
아시아나항공,06:05,75933,6,5
이스타항공,06:10,62543,6,10
제주항공,06:15,56950,6,15
이스타항공,06:15,58136,6,15
대한항공,06:20,94916,6,20
제주항공,06:25,56950,6,25
아시아나항공,06:25,74746,6,25
티웨이항공,06:40,60339,6,40
아시아나항공,06:40,74746,6,40
이스타항공,06:50,63560,6,50
에어부산,06:55,59492,6,55
제주항공,07:00,66272,7,0
티웨이항공,07:00,67628,7,0
에어부산,07:20,70170,7,20
대한항공,07:20,94916,7,20
아시아나항공,07:25,88136,7,25
제주항공,07:40,70509,7,40
아시아나항공,07:55,88136,7,55
대한항공,08:00,94916,8,0
이스타항공,08:10,82373,8,10
티웨이항공,08:15,79831,8,15
아시아나항공,10:40,102712,10,40
이스타항공,10:55,73899,10,55
에어부산,11:25,66611,11,25
제주항공,11:35,70509,11,35
티웨이항공,11:45,67628,11,45
이스타항공,11:50,63560,11,50
아시아나항공,11:50,88136,11,50
대한항공,11:55,94916,11,55
제주항공,12:15,61187,12,15
대한항공,12:20,94916,12,20
아시아나항공,12:20,102712,12,20
제주항공,12:40,56950,12,40
티웨이항공,12:50,60339,12,50
이스타항공,12:55,62543,12,55
대한항공,13:10,94916,13,10
제주항공,13:15,56950,13,15
이스타항공,13:15,62543,13,15
티웨이항공,13:20,60339,13,20
대한항공,13:20,94916,13,20
제주항공,13:30,56950,13,30
대한항공,13:50,94916,13,50
아시아나항공,14:00,119492,14,0
아시아나항공,14:05,75933,14,5
아시아나항공,14:25,86950,14,25
이스타항공,14:35,48475,14,35
티웨이항공,14:35,50509,14,35
제주항공,14:40,44407,14,40
에어부산,14:55,44746,14,55
티웨이항공,14:55,51695,14,55
아시아나항공,15:05,74746,15,5
티웨이항공,15:15,45255,15,15
아시아나항공,15:15,50339,15,15
대한항공,15:20,94916,15,20
제주항공,15:25,44407,15,25
이스타항공,15:40,44577,15,40
제주항공,15:45,40170,15,45
아시아나항공,15:45,48645,15,45
이스타항공,15:55,42543,15,55
아시아나항공,15:55,48645,15,55
대한항공,16:00,94916,16,0
제주항공,16:05,40170,16,5
이스타항공,16:35,41187,16,35
대한항공,16:40,94916,16,40
제주항공,16:55,36102,16,55
티웨이항공,17:25,33390,17,25
아시아나항공,17:50,34916,17,50
에어부산,18:10,29831,18,10
티웨이항공,18:10,31865,18,10
이스타항공,18:10,38136,18,10
아시아나항공,18:10,115424,18,10
제주항공,18:15,31865,18,15
대한항공,18:20,94916,18,20
티웨이항공,18:25,31865,18,25
아시아나항공,18:25,40000,18,25
이스타항공,18:35,34916,18,35
아시아나항공,18:45,40000,18,45
티웨이항공,18:50,31865,18,50
대한항공,18:50,94916,18,50
아시아나항공,18:55,40000,18,55
제주항공,19:05,31865,19,5
대한항공,19:10,94916,19,10
아시아나항공,19:20,48645,19,20
이스타항공,19:25,31356,19,25
제주항공,19:35,27458,19,35
이스타항공,19:45,31356,19,45
대한항공,20:00,94916,20,0
대한항공,20:30,94916,20,30
제주항공,20:35,31865,20,35
아시아나항공,20:50,40000,20,50
아시아나항공,21:20,40000,21,20
